id,dish_name,ingredient_count,reason,ingredient_text
136696,抹茶巧克力可丽饼,2,没有可确定关联的基础原生食材,15克抹茶，一罐奶油
136698,果蔬奶豆,9,没有可确定关联的基础原生食材,115克玉米淀粉，60克牛奶，45克黄油，30克奶粉，30克低筋面粉，15克糖粉，3个熟蛋黄，适量紫薯粉，适量克抹茶粉
136700,彩虹的味道-彩虹吐司,4,没有可确定关联的基础原生食材,2片吐司面包片，100g马苏里拉芝士碎，红橙黄绿蓝紫食用色素，少许有盐黄油
136702,洋梨罐头糖水,4,没有可确定关联的基础原生食材,一盒4个-6个洋梨（啤梨），150克糖，高过梨清水，1个玻璃瓶
136703,超简单芝士味🧀果冻（冰皮月饼模）,3,没有可确定关联的基础原生食材,2片吉利丁片，适量白砂糖，1个/2片奶酪芝士（或芝士片），适量食用色素（香芋紫、橙红色）
136706,教你油焖笋最传统的做法，咸鲜香甜，吃一次就忘不掉,4,没有可确定关联的基础原生食材,适量新鲜雷笋，2勺生抽，适量食用盐，适量冰糖或白糖
136713,90后白领的18/365个小煮意#腐乳通菜,2,没有可确定关联的基础原生食材,1把通菜，1块半腐乳，少量白糖、油、蒜瓣
136715,红糖糍粑（糯玉米粉版）,5,没有可确定关联的基础原生食材,适量糯玉米粉，适量红糖，适量黄豆粉，适量开水，适量食用油
136716,冰爽可乐红茶,2,没有可确定关联的基础原生食材,冰可乐，一包红茶
136721,蛋糕成长记,2,没有可确定关联的基础原生食材,1个蛋糕，若干奶油
136725,牛油果鸡蛋三明治,5,没有可确定关联的基础原生食材,四分之一个牛油果，四分之一个鸡蛋，2片面包，2勺黑胡椒，2勺盐
136741,蒜香粉絲開邊蝦,4,没有可确定关联的基础原生食材,30只左右（看食量）帶殼蝦，一大頭，10瓣左右蒜，切絲，適量蔥，薑，2團粉絲
136748,【夏至果实三明治】三明治的创新搭配,8,没有可确定关联的基础原生食材,2片厚片吐司，适量无盐黃油，适量草莓酱，适量芒果丁，适量奇异果丁，适量菠萝丁，适量披萨乳酪丝，适量杏仁片
136756,烤秋刀,6,没有可确定关联的基础原生食材,秋刀鱼，酱油，料酒，油，糖，椒盐
136757,手抓饼的第518种做法,5,没有可确定关联的基础原生食材,1张手抓饼，2勺花生酱，1勺生抽，半勺糖，1片海苔
136758,黄芪 西洋参炖鸡,4,没有可确定关联的基础原生食材,公鸡半只，10克西洋参，1片黄芪，适量水
136766,日式猫饭,3,没有可确定关联的基础原生食材,一碗热米饭，适量木鱼花，少许日式酱油
136775,薯片的三种做法 炸 烤 波～,4,没有可确定关联的基础原生食材,一种做法2个土豆，适量盐，适量油，想吃多少加多少各种调味粉粉
136776,香烤吐司边,2,没有可确定关联的基础原生食材,适量吐司边，适量克炼乳
136778,冰鸳鸯奶茶,6,没有可确定关联的基础原生食材,1袋黑咖啡，50ml（非淡奶油，也最好不用牛奶替代）全脂淡奶，1包红茶，2块方糖，350ml开水，4块冰块
136780,薄荷白酱,8,没有可确定关联的基础原生食材,10g新鲜薄荷叶，7g黄油，6g面粉，适量牛奶，少量培根，少量龙蒿，少量盐，少量黑胡椒碎
136781,冰雪奇缘场景蛋糕,9,没有可确定关联的基础原生食材,2个8寸戚风蛋糕，少许色素，500克奶油，少许奶油奶酪，少许淡奶油，少许糖水，2片吉利丁片，40克麦芽糖，40克白砂糖
136791,烤大茄（乐山风味）,6,没有可确定关联的基础原生食材,两根大茄子🍆，适量玉米油，一把毛刷，适量肉臊子（无芽菜），一颗腌大头菜（成品切丁），若干盐、味精、孜然、辣椒面等，若干葱末
136796,大理石芝士,0,没有可确定关联的基础原生食材,淡奶油:100 g黄油:40g，酸奶:100 g糖粉:55g，鸡蛋:1个玉米淀粉:10g，食盐:适量调和油:适量，消化饼干:120g
136799,发面饼,4,没有可确定关联的基础原生食材,300克面粉，180-230克（根据面粉吸水性，自己调整）温水，4克酵母，3克盐
136801,酒酿饼,5,没有可确定关联的基础原生食材,200克酒酿，310克面粉，90克淀粉，100克水，1/2 茶匙酵母
136808,阿萨姆奶茶（奶茶店做法）,4,没有可确定关联的基础原生食材,20克红茶，水，200克奶粉，果糖
136816,奥利奥咸奶油裸蛋糕,4,没有可确定关联的基础原生食材,6块奥奥利奥，25~30克糖粉，250克奶油，1~1.5克盐，(糖和盐可以按自己口味哦也可以不下盐
136821,棉花糖玫瑰,1,没有可确定关联的基础原生食材,一包棉花糖（块状）
136835,糖霜饼干,2,没有可确定关联的基础原生食材,克糖霜，克黄油
136839,🍘豆沙饼🍘,4,没有可确定关联的基础原生食材,150克面粉，85～90克水，适量豆沙馅，适量油
136851,柿子果冻,5,没有可确定关联的基础原生食材,2个熟柿子，15克鱼胶粉，糖随意白，（15克鱼胶粉用10汤匙的水）水，3个酸奶盒
136856,自制腐乳  臭豆腐 超简单,11,没有可确定关联的基础原生食材,2斤老豆腐，1袋腐乳曲，40克辣椒粉，20克盐，适量油，料汁:，三分之一碗生抽，两瓣大蒜蒜泥，半碗高汤，少许耗油，一点醋，一点糖
136860,啤酒烧鹅,4,没有可确定关联的基础原生食材,适量味极鲜酱油，大料，姜，克糖，适量盐，半之鹅，约2000克左右
136861,自制珍珠奶茶,6,没有可确定关联的基础原生食材,克牛奶，克木薯粉，克红糖，克糖，克水，白茶对胃好
136869,美芹牛肉靡,7,没有可确定关联的基础原生食材,150克牛肉靡，4根美芹，1勺蚝油，1勺生抽，适量老抽，若干白胡椒粉，适量油
136871,干煸土豆丝,7,没有可确定关联的基础原生食材,10条左右猪肉切条，1小颗土豆切丝，1/4颗青椒切丝，1茶匙豆瓣酱，1茶匙酱油，1汤匙醋，1茶匙糖
136886,吉利丁粉伯爵茶冻,3,没有可确定关联的基础原生食材,20克吉利丁粉（鱼胶粉），2包伯爵茶包，1000ML水
136889,母乳手工皂,5,没有可确定关联的基础原生食材,400g皂基（白色或透明），0.5−1ml基础油（鳄梨油、无色荷荷巴油、橄榄油、甜杏仁油等均可），200ml母乳或牛奶，3滴色素，3滴香精
136893,燕麦南瓜牛奶羹,3,没有可确定关联的基础原生食材,那个小煮锅的2/3南瓜，没过南瓜牛奶，别放太多哦，适量就行，因为燕麦会膨胀的燕麦，少一点，根据自己口感吧，南瓜本来就有点甜的，然后牛奶应该也有点甜度白糖
136900,金沙咸蛋黄杯子蛋糕,4,没有可确定关联的基础原生食材,中筋面粉，金沙咸蛋黄调料，油，糖
136904,烂糊肉丝,4,没有可确定关联的基础原生食材,黄芽菜，猪里几，盐，糖
136907,手工自制马蹄糕,7,没有可确定关联的基础原生食材,250克马蹄粉，400克椰浆，150克牛奶，200克（2片）黄片糖，10克太古红糖，50克炼乳，650克清水
136908,自己做的蛋糕,2,没有可确定关联的基础原生食材,一个戚风蛋糕，按个人要求淡奶油
136918,蜂蜜广柑（高橙）茶,3,没有可确定关联的基础原生食材,6个广柑，6大勺蜂蜜，400克冰糖
136919,伪小米锅巴,5,没有可确定关联的基础原生食材,半碗小米粥（干），240克（粉量根据小米水份保留度适当调整）面粉，3克盐，2克孜然粉，5克食用油
136923,凤梨月饼（附上很详细的广式月饼步骤！）,6,没有可确定关联的基础原生食材,210克中筋面粉，15克奶粉，50克花生油，150克转化糖浆，4克枧水，5克左右抹茶粉，30克*18个凤梨馅料（广州酒家）
136926,草莓果汁酸奶,2,没有可确定关联的基础原生食材,适量草莓汁，适量草莓酸奶
136927,无添加热狗肠,5,没有可确定关联的基础原生食材,2斤猪前腿肉+肥肉9：1，4根羊肠衣，盐勺的两倍白糖，适量盐，盐勺的两倍生粉，40ml清水
136929,自制花椒油,1,没有可确定关联的基础原生食材,粒新鲜青花椒
136934,简单大地鱼汤底,10,没有可确定关联的基础原生食材,一小抓葱花或京葱，2汤匙生抽，半汤匙陈醋，1汤匙大地鱼粉，少许五香粉，适量盐，2汤匙虾米或虾皮，少许或不加芝麻油，拇指大小姜，800毫升水
136938,核桃南瓜饼,1,没有可确定关联的基础原生食材,糯米粉，面粉，核桃，芝麻，南瓜
136941,小时候的麻辣串,5,没有可确定关联的基础原生食材,适量你喜欢的食材，各一勺白糖，生抽，两勺盐，1:2:4孜然粉，芝麻，辣椒粉，一小勺味精，耗油，2大勺淀粉
136942,烤年糕(烤箱版),4,没有可确定关联的基础原生食材,500克年糕，大喜大烤肉酱(香辣)，烧烤料，油
136944,春季汤 去湿  鸡骨草猪骨汤,4,没有可确定关联的基础原生食材,250g猪骨/龙骨/扇骨，2元鸡骨草，2元赤小豆，1个蜜枣
136946,北海道牛奶吐司(超级软萌),12,没有可确定关联的基础原生食材,1.汤种材料，20克高筋面粉，100克水，2.面团材料，27克牛奶，30克淡奶油，270克高筋面粉，42g全蛋液，40克糖，4克盐，5克酵母，25克黄油，适量表面装饰蛋液
136950,结婚用的喜蛋你煮对了吗,2,没有可确定关联的基础原生食材,50g 苏木，100克水
136952,自制豆芽,2,没有可确定关联的基础原生食材,100克优质绿豆，适量水
136963,空气炸锅版葱油桃酥小饼干,0,没有可确定关联的基础原生食材,全蛋液：50g低筋粉：150g，食盐：1.5g细砂糖：35g，泡打粉：5g植物油：50g，葱花（只要葱绿）：适量，看个人喜好
136972,蔬果食材汇~~闲着也是闲着,1,没有可确定关联的基础原生食材,发现美的眼睛👀
136974,香蕉巧克力椰丝球,1,没有可确定关联的基础原生食材,椰丝20克香蕉一根，消化饼干碎少许巧克力50克
136985,我的健康早午餐,1,没有可确定关联的基础原生食材,坚持✊
136988,自制黑糖珍珠,3,没有可确定关联的基础原生食材,100克水，80克黑糖，100克（第一次加）木薯淀粉，50克（第二次加）木薯淀粉
136990,卤脊骨肉（快手菜）,5,没有可确定关联的基础原生食材,生抽，美味鲜酱油，白糖，水，猪脊骨刮下的肉
137012,《食鉴本草》治虚泄脾弱茯苓粥,2,没有可确定关联的基础原生食材,三合粳米，一两白茯苓末
137019,紫米酒酿蘑菇头吐司（冷藏发酵）,7,没有可确定关联的基础原生食材,250克高粉，20克糖，4克盐，4克酵母，100克（紫米➕酒酿水）酒酿，50克水，20克黄油
137021,红糖姜茶,1,没有可确定关联的基础原生食材,红糖姜
137022,香煎老豆腐,1,没有可确定关联的基础原生食材,老豆腐，盐，酱油，糖，醋，鸡精，味精，葱，二青条，小米辣（泡菜坛子泡过酸辣味）芝麻
137024,辅食日记📆,1,没有可确定关联的基础原生食材,❤
137032,三角饭团🍙,8,没有可确定关联的基础原生食材,三角海苔海苔，两克盐，20克肉松，十根蟹柳，日本黄萝卜条一袋，寿司醋，香油，大米糯米对半
137033,免烤棉花糖谷物能量棒granola bar,5,没有可确定关联的基础原生食材,70克棉花糖，50克granola（或者用即食燕麦替代），20克炒米（美味的关键，不建议省略），40克椰子油（或黄油），两把坚果（我用的是杏仁和腰果），随意葡萄干（或其他果干）
137034,烤豆腐,1,没有可确定关联的基础原生食材,豆腐
137036,无水焖鱼,0,没有可确定关联的基础原生食材,小黄花鱼、五花肉、葱、姜、香菜，蒸鱼豉油、花生油、糖、黄酒，盐、白胡椒
137051,奶香软糯玉米饼,7,没有可确定关联的基础原生食材,300克细玉米面，80克低筋面粉，25克白砂糖，30克奶粉，2克盐，6克干酵母，200克左右温水
137063,剪刀面,3,没有可确定关联的基础原生食材,300克面粉，150克温水，3克食盐
137067,奶黄馅（低糖无黄油版）,6,没有可确定关联的基础原生食材,2个生蛋黄，2大勺（20g）白砂糖，2大勺（20mL）色拉油，25g玉米淀粉，2大勺（2Og）奶粉，80mL牛奶
137068,青团,10,没有可确定关联的基础原生食材,195克糯米粉，30克澄粉，30克糖，160克水，15g艾草粉，15-20克食用油，10-20克水，200克豆沙馅（包馅能力差的可以减少，因为手法不行，包不住会漏出来），40克黄油，20克白砂糖（喜欢甜的多放），配方是12个青团量，因为我的锅一锅正好放12个，根据需求自己调节比例
137069,黑米粉面包,7,没有可确定关联的基础原生食材,50克黑米粉，适量即食燕麦片，200克高筋面粉，13克细砂糖，4克盐，5克酵母粉，160克水
137074,无印良品Muji自制巧克力/朱古力蛋糕,6,没有可确定关联的基础原生食材,85g可可面粉（材料包内置），30g巧克力块（材料包内置），5g糖粉（材料包内置），1枚鸡蛋（自备），60ml牛奶（自备），40g无盐黄油（自备）
137079,🔥奥利奥海盐奶油之                  天空瑞士卷,10,没有可确定关联的基础原生食材,蛋糕胚材料：，42g植物油，60g全脂牛奶，70g低筋面粉，4个全蛋黄，3滴蓝色色素，3滴柠檬汁，60g细砂糖，奶油馅材料：，250g淡奶油，20g奥利奥碎，20g细砂糖，1.5g海盐
137091,补钙虾皮粉,1,没有可确定关联的基础原生食材,100g虾皮
137093,拌圆白菜肉沫,4,没有可确定关联的基础原生食材,1克盐，1勺酱油，1菜，1肉
137097,葱爆羊肉,6,没有可确定关联的基础原生食材,250g羊肉片，一段葱白，一汤勺米醋，1.5茶勺盐，1茶勺糖，十几粒麻辣花生
137098,英式松饼-司康scones,9,没有可确定关联的基础原生食材,150克低筋面粉，5克泡打粉，1克盐，30克糖，65克奶油，50克黄油，一把葡萄干/蔓越莓干，少量鸡蛋液，朗姆酒少量（浸泡果干）
137120,铅笔红薯粉,3,没有可确定关联的基础原生食材,红薯淀粉一斤，色拉油适量，开水适量
137129,花生糖的做法,2,没有可确定关联的基础原生食材,沙糖260克，花生仁250克，很简单，凉锅倒入砂糖，中火翻炒至溶，全部溶解糖后，小火倒入花生或者芝麻，搅拌均匀即可起锅，注意，趁热切小方块，不然冷了会脆掉不好切了
137133,艾素糖圆球星空棒棒糖作法,2,没有可确定关联的基础原生食材,210克艾素糖，20亳升水，1套膜具:直径2.7/10颗
137134,家常懒人必备 红烧猪蹄,0,没有可确定关联的基础原生食材,猪蹄、八角，桂皮、香叶，姜片、大葱，冰糖、生抽，老抽、盐
137137,白酱意面,7,没有可确定关联的基础原生食材,100g意大利面，克黄油，克面粉，克奶油，克盐，火腿或培根，胡萝卜或其他配菜
137145,蛋糕的各种淋面,1,没有可确定关联的基础原生食材,看图呗
137147,香煎马头鱼,2,没有可确定关联的基础原生食材,3条马头鱼，适量盐巴
137151,辣白菜炒培根,5,没有可确定关联的基础原生食材,无数片培根，比培根少就可以了辣白菜，一小点点，调味道用糖，根据自己喜欢加少许葱花，3勺辣白菜汤
137153,香瓜牛奶熊&蜜瓜鼻孔鸡造型馒头,6,没有可确定关联的基础原生食材,适量白色面团，适量黄色面团，适量绿色面团，少许橘色面团，少许粉色面团，少许黑色面团
137156,宝宝辅食～肉夹馍,4,没有可确定关联的基础原生食材,60克面粉，40-50克猪肉/牛肉/鸡肉，1段红萝卜，0.8克酵母
137165,马苏里拉吐司面包（汤种老面混合一发版）,7,没有可确定关联的基础原生食材,200g高筋面粉，120g老面加汤种，170g牛奶，100g马苏里拉，30g糖，3g盐，3g酵母
137174,叫花鸡汉堡,1,没有可确定关联的基础原生食材,即食叫花鸡肉
137184,和风胡麻酱牛肉饭团,4,没有可确定关联的基础原生食材,300g煮好的米饭，3大片牛肉片，适量（腌渍用）生粉、姜、盐，50g胡麻酱，适量日式调味粉（七味粉）
137196,日式咖喱鸡,0,没有可确定关联的基础原生食材,"两人份500g鸡胸肉 
100g咖喱
俩土豆
一个胡萝卜
一盒牛奶
一个洋葱
少许淀粉
少许料酒"
137197,炒千页豆腐（干锅千页豆腐差不多做法）,1,没有可确定关联的基础原生食材,1块千页豆腐
137205,宝宝辅食小煮颗粒面六个月,6,没有可确定关联的基础原生食材,五彩颗粒面10g，有机香菇粉，猪肝粉，山核桃油，青菜，胡萝卜牛肉泥
137208,海苔肉松沙爹蛋糕（6寸巨型肉松小贝）,8,没有可确定关联的基础原生食材,6寸戚风蛋糕，#沙拉咸奶油，150克奶油，30克沙拉酱，1克盐，#其他，50克海苔肉松，适量海苔粉
137213,剥柚子,1,没有可确定关联的基础原生食材,刀
137233,吃饱吃大餐vvv吃的吃吃吃到处出差,3,没有可确定关联的基础原生食材,范冰冰，嘘嘘，静静
137239,今天烤条鱼-用烤箱烤鱼,11,没有可确定关联的基础原生食材,自己喜欢的鱼 比烤盘小的一条鱼，料酒 酱油 盐 花椒粉 姜 小葱腌制酱料，洋葱 大白菜 土豆 大葱 青椒配菜，花椒 蒜 干辣椒（适量）香菜 大葱配料，2勺郫县豆瓣酱，适量糖，适量盐，适量酱油，黄飞鸿（自己准备的花生也行）花生，比鱼大的烤盘，包住烤盘锡箔纸
137240,蜜豆煎卷,7,没有可确定关联的基础原生食材,2g干酵母，100ml温水，200g普通面粉（中筋），20g糖，根据喜好添加蜜豆，15g食用油，0.5碗水
137243,黄豆酱,1,没有可确定关联的基础原生食材,勺黄豆酱
137245,馒头｜萌化你的🎀hellokitty刀切馒头❗️,3,没有可确定关联的基础原生食材,200克中筋面粉，100克水，2克酵母
137248,无黄油荞麦玉米消化饼干,7,没有可确定关联的基础原生食材,60克荞麦粉，60克玉米粉，20克糖粉，1克盐，1克小苏打，30克玉米油，40克水
137282,驴打滚,3,没有可确定关联的基础原生食材,一小碗干黄豆，适量干红豆，适量糯米粉
137288,空气炸锅版油炸糕,1,没有可确定关联的基础原生食材,一勺油
137291,一次发酵成功，无需泡打粉的杂粮馒头,4,没有可确定关联的基础原生食材,600克面粉，6克酵母，适量水，100克黄豆、黑豆、红豆，5克食用油
137293,奶香玉米饼,5,没有可确定关联的基础原生食材,70g面粉，30g糖，玉米粉玉米粉，1g酵母，47g牛奶
137296,罐头豆豉鲮鱼炒儿菜/芥菜·五分钟快手菜,2,没有可确定关联的基础原生食材,一颗儿菜，半盒罐头豆豉鲮鱼
137297,白玉菇肉饼,0,没有可确定关联的基础原生食材,白玉菇！肉馅！生粉！生抽！小米辣！葱姜汁！油
137300,减脂期早饭(西兰花香菇藜麦),3,没有可确定关联的基础原生食材,火腿西兰花，藜麦鲜香菇，桃子奇异果
137302,南瓜浓汤,5,没有可确定关联的基础原生食材,八分之一个南瓜，若干面包，适量橄榄油，适量盐，适量黑胡椒粉
137320,胡萝卜奶油小面包,2,没有可确定关联的基础原生食材,高筋面粉	200克 低筋面粉	50克 细砂糖	35克 盐 3克 耐高糖酵母 2.5克 全蛋液 25克 淡奶油	40克 牛奶 79克 胡萝卜	55克 黄油 16克，#表面装饰，全蛋液 适量  白芝麻 适量
137322,酸奶慕斯,6,没有可确定关联的基础原生食材,6寸一个戚风蛋糕，150g酸奶（稠），200g淡奶油，2片（10g）吉利丁片，20g白砂糖，少许凉开水
137324,椰奶西米露,1,没有可确定关联的基础原生食材,一袋牛奶
137325,饺子皮版水果可丽饼,3,没有可确定关联的基础原生食材,随意饺子皮，随意水果，少量蜂蜜
137338,塔吉锅无水焗三文鱼头,3,没有可确定关联的基础原生食材,三文鱼头一个，葱姜青椒洋葱（有大葱可用大葱代替），盐，生抽，黑胡椒，盐
137344,法式甜品（记录贴）,2,没有可确定关联的基础原生食材,500奶油，100果茸
137345,帕夫洛娃和舒芙蕾,1,没有可确定关联的基础原生食材,一颗能思考和查资料的脑子
137350,懒人版拉面炒年糕,9,没有可确定关联的基础原生食材,适量年糕，1-2汤匙酱油，1汤匙辣酱，1汤匙糖稀，1袋辛拉面，1块鱼糕，适量蔬菜(任意喜欢的)，1个去壳熟鸡蛋，1片芝士
137355,发财糕,4,没有可确定关联的基础原生食材,红糖200克，低筋面粉500克，水2000克，泡打粉10克
137357,会爆汁的素鸡,4,没有可确定关联的基础原生食材,一条素鸡，适量油，适量冰水，适量酱油
137371,龙眼西米露,4,没有可确定关联的基础原生食材,50g西米露，100g龙眼，400g牛奶，适量冰糖
137381,鸭蛋黄焗板栗南瓜（少油健康）,4,没有可确定关联的基础原生食材,150克板栗南瓜，适量干淀粉，适量盐，2个熟咸鸭蛋黄
137386,港式奶茶,3,没有可确定关联的基础原生食材,水500毫升，红茶包4小包共8克，三花淡奶150毫升，细砂糖25克
137389,广东蛇鸡无敌龙凤汤,5,没有可确定关联的基础原生食材,半只鸡，一斤水律蛇，少量姜片，一勺鸡粉，两勺盐
137390,（原创）粽子馒头,4,没有可确定关联的基础原生食材,克发酵完成的面团，2茶勺菠菜粉，半茶勺小苏打，随意呛面面粉
137392,虫草水蛋,1,没有可确定关联的基础原生食材,2个或者3个鸡蛋，2颗虫草
137394,椰子奶冻布丁,4,没有可确定关联的基础原生食材,250毫升牛奶，一支椰浆，2片吉利丁，适量，喜可放多糖
137400,好吃会上瘾~碱水包 普雷结,8,没有可确定关联的基础原生食材,130克水，2克即发干酵母，250克王后硬红高筋粉，5克细砂糖，4.5克盐，5克黄油，20克烘焙碱，500克清水
137412,抹茶布丁（吉利丁片）,4,没有可确定关联的基础原生食材,6克抹茶，250克牛奶，25-30克细砂糖，7.5克吉利丁片
137413,薯板酒,3,没有可确定关联的基础原生食材,大小都可板薯一个（有白有紫），，一碗米酒，15分钟时间
137421,叉燒包,2,没有可确定关联的基础原生食材,180g(連湯汁)叉燒肉，300g面粉(高、中、低)，1t干酵母，1t泡打粉
137427,圣诞花环面包,9,没有可确定关联的基础原生食材,65g高筋面粉，8g细砂糖，1g盐，2g干酵母，8g蜂蜜，40g水，5g黄油，适量抹茶粉，适量甜菜粉（或红色色素）
137432,小岛上—糟卤香螺,2,没有可确定关联的基础原生食材,1斤香螺，1瓶糟卤
137434,水晶蒸饺,3,没有可确定关联的基础原生食材,豆浆机杯一杯半玉米淀粉，豆浆机杯一杯半土豆淀粉，适量开水
137444,【柚子茶-削皮有窍门】,4,没有可确定关联的基础原生食材,1只沙田柚，2只黄柠檬，适量冰糖，少许食盐
137452,杂粮面包,8,没有可确定关联的基础原生食材,800克高筋面粉，200克天然酵母，200克杂粮预拌粉，15克盐，80克砂糖，12克干酵母，40克黄油，600克水
137454,肉丝汤面,0,没有可确定关联的基础原生食材,食材:面条，猪里脊，鸡蛋清，淀粉，青红辣椒，小葱，蒜。，调料:干辣椒、豆瓣酱，十三香，鸡精，生抽，胡椒粉，泡椒，醋。
137457,Basic Crepe 基础可丽饼,0,没有可确定关联的基础原生食材,1 cupmilk，1 cup+1/4 cupwater，2egg，1 cup (~150g)flour，2 tbsp butter，to tastesalt
137458,芝麻藜麦烤豆腐 Sesame & Quinoa Baked Tofu,0,没有可确定关联的基础原生食材,1/2 盒（ 250 克）＊ 1/2 box (250g)老豆腐 ＊ hardened tofu，25 克 ＊ 25g黄豆酱 ＊ salted and fermented soya paste，15 克 ＊ 15g藜麦 ＊ quinoa，10 克 ＊ 10g黑芝麻 ＊ black sesames，1克 ＊ 1g白糖 ＊ sugar，1 瓣 ＊ 1大蒜 ＊  garlic clove，5 克 ＊ 5g花生油 ＊ peanut oil，100 克 ＊100g饮用水 ＊ drinking water
137459,炸知了（或金蝉）,1,没有可确定关联的基础原生食材,知了一盘（知了幼虫也可以），盐少许，油适量再多点！
137462,糖渍金桔,2,没有可确定关联的基础原生食材,500g金桔，200g冰糖
137465,番茄酱,4,没有可确定关联的基础原生食材,570克蕃茄，95克白糖，15克柠檬汁或者白醋，30克淀粉
137466,杏子果酱,3,没有可确定关联的基础原生食材,330g去皮去核杏子，150g糖，10g面粉
137470,白灼虾🦐~~抗糖减脂餐,2,没有可确定关联的基础原生食材,200克虾，适量生抽
137472,辣乎乎的百搭麻汁拌面,5,没有可确定关联的基础原生食材,细挂面，芝麻海带辣酱or老干妈辣酱，白芝麻酱，食醋，味极鲜，白糖
137474,伯爵意式奶冻 Earl Grey Panna Cotta,5,没有可确定关联的基础原生食材,150g牛奶，150g淡奶油，25-30g细砂糖，10-15g伯爵茶叶，4.5g吉利丁片
137492,腐竹拌菠菜,6,没有可确定关联的基础原生食材,适量波菜，2根腐竹，一小勺盐，一小勺油，一小勺鸡精，一瓶迈康美番茄动力
137504,咖喱海鲜煲,2,没有可确定关联的基础原生食材,咖喱块  虾仁  鱿鱼  鳕鱼，土豆  西兰花  胡萝卜 牛奶
137513,开口笑,4,没有可确定关联的基础原生食材,125g左右糯米粉，20g白糖，100ml水，20个干红枣
137515,芒果千层（酸奶版）,9,没有可确定关联的基础原生食材,3个鸡蛋🥚，250毫升（一盒）牛奶🥛，10克黄油🧈，25～30克细纱糖，3克盐🧂（突出口感），50克普通面粉，30克淀粉，3个芒果🥭，1盒安慕希酸奶
137518,苏掉渣的玛格丽特小饼干,6,没有可确定关联的基础原生食材,100克玉米淀粉，240克低筋面粉，80克糖粉，170克黄油，2克盐，4个熟蛋黄
137520,🍲妈妈的午饭✨,1,没有可确定关联的基础原生食材,不厌其烦的心
137524,翠溪小排-果冻化身金鞭溪和话梅腌制仔排的组合,2,没有可确定关联的基础原生食材,仔排就是小排骨，即胸肋骨，用话梅调味后更美味话梅仔排，是一种甜食，呈半固体状，色泽鲜艳，口感软滑果冻，酱油、糖块辅材
137526,盐焗虾,2,没有可确定关联的基础原生食材,基围虾，粗盐
137535,蓝莓味小泡芙,9,没有可确定关联的基础原生食材,70克低筋面粉，50克黄油，135克奶油（水），5克幼砂糖，1克盐，3个草鸡蛋，蓝莓奶油馅儿，250克奶油，50克自制蓝莓酱，15克糖粉
137540,藕粉桂花糕,1,没有可确定关联的基础原生食材,20g＊3若谷藕粉，20g＊3糯米粉，60g＊3水，适量白砂糖
137552,黄金玉米饼,4,没有可确定关联的基础原生食材,1:1的比例玉米面/普通面粉，适量酵母，适量温水，一勺/没有也不勉强奶粉，适量/刷电饼档食用油
137555,德式脆皮白面包,5,没有可确定关联的基础原生食材,250克高筋面粉，250克普通面粉，10克酵母，2茶匙盐，280克水
137576,细蒜末的做法 （各种末）,1,没有可确定关联的基础原生食材,四陀大蒜
137584,健康美味的蓝莓燕麦玛芬,0,没有可确定关联的基础原生食材,1/4杯（30克）A 燕麦碎，1大勺（10克）A 中筋面粉，1/2大勺（8克）A 砂糖，1/2大勺（7克）A 黄油（室温），1杯+2大勺（约145克）B 燕麦片，3/4杯（180克）B 全脂牛奶，1个（约54克）B 鸡蛋，3大勺（约37克）B 植物油，3/4杯（105克）C 中筋面粉，6大勺（90克）C 砂糖，1又1/2小勺（7克）C 无铝泡打粉，3/8小勺（约2克）C 小苏打，3/8小勺（约3克）C 食盐，3/4杯（约135克）D 蓝莓，3/4大勺（约7克）D 中筋面粉
137594,南昌家乡风味清淡鲜美的鸡蛋肉饼汤,5,没有可确定关联的基础原生食材,200克左右肥瘦肉末，少许盐，0.5-1勺玉米淀粉，根据碗大小倒满水，2-4个根据家里吃饭的人来 也不能太多鸡蛋
137609,碱水（小丸子）面包,12,没有可确定关联的基础原生食材,260克日清山茶花高筋面粉，40克低筋面粉，170克水（冰水），3克（干酵母1克）新鲜酵母，5克盐，15克黄油，20克奶粉，碱水部分，500克水，20克烘培碱，内馅，适量芝士，适量甜玉米粒
137612,白菜木耳韭菜鸡蛋虾皮包子,7,没有可确定关联的基础原生食材,白菜韭菜，水发木耳炒熟的鸡蛋，虾皮，葱油，盐鸡精十三香胡椒粉，香油，发面
137622,玉米饼,6,没有可确定关联的基础原生食材,1斤中筋粉，2两水，适量玉米料，适量猪肉肉头，适量红罗卜，适量冬菇粒
137626,双色蓝莓慕斯蛋糕—听说吃了它不再想吃冻芝士,6,没有可确定关联的基础原生食材,250ml淡奶油，45g细砂糖，10g吉利丁粉，50g蓝莓果酱，200g自制原味酸奶，1片戚风蛋糕胚，如果不用戚风蛋糕做底的方法黄油40g、饼干80g
137628,肉松面包(有没有很像泰迪，哈哈哈),8,没有可确定关联的基础原生食材,200g面团:高粉(金像)，50g        低粉，2g        盐，30g        糖，3g        酵母，130g        牛奶(可预留一部分，不同品牌高粉吸湿度不同)，20g        黄油，少许装饰:全蛋液(可省略)，适量         沙拉酱，适量         肉松(味斯美)
137631,可乐鸡翅,4,没有可确定关联的基础原生食材,真的你爱吃多少就弄多少鸡翅，真的只要勉强没过鸡翅的量，不宜多可口可乐，真的只要少许盐，可选，真的可以有，它能增嫩肉质去腥去躁姜
