id,name,ingredient_type,core_ingredient_id,category,subcategory,is_core_raw,is_edible,review_status,usage_count,reason,edible,water,energy_kcal,energy_kj,protein,fat,cho,dietary_fiber,cholesterol,ash,vitamin_a,carotene,retinol,thiamin,riboflavin,niacin,vitamin_c,vitamin_e,ca,p,k,na,mg,fe,zn,se,cu,mn,nutrition_source,nutrition_match,quality,category_source,tcm_user,tcm_not_user,effects_json,suitable_groups_json,unsuitable_groups_json,aliases_json,parent_core_ids_json,child_core_ids_json
6888,较酱油多一些醋,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""较酱油多一些醋""]",[],[]
6889,辅料,other_food,,扩展食材,other_food,0,1,review,13,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""辅料""]",[],[]
6890,辅材,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""辅材""]",[],[]
6891,辛拉面,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""辛拉面""]",[],[]
6892,辛拉面调料包,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""辛拉面调料包""]",[],[]
6893,辣妹子,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""辣妹子""]",[],[]
6894,辣子油,seasoning,,扩展食材,seasoning,0,1,verified,3,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""辣子油""]",[],[]
6895,辣度可以根据各人口感洋葱末/姜末/蒜头末/辣椒/豆瓣酱,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""辣度可以根据各人口感洋葱末/姜末/蒜头末/辣椒/豆瓣酱""]",[],[]
6896,辣度青椒小米辣,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""辣度青椒小米辣""]",[],[]
6897,辣椒/小红椒,composite,,扩展食材,composite,0,1,review,1,疑似复合名称，组成未完全确认,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""辣椒/小红椒""]",[],[]
6898,辣椒二荆条,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""辣椒二荆条""]",[],[]
6899,辣椒切段,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""辣椒切段""]",[],[]
6900,辣椒圈,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""辣椒圈""]",[],[]
6901,辣椒壳,other_food,,扩展食材,other_food,0,1,review,2,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""辣椒壳""]",[],[]
6902,辣椒大蒜,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""辣椒大蒜""]",[],[]
6903,辣椒大量,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""辣椒大量""]",[],[]
6904,辣椒干,seasoning,,扩展食材,seasoning,0,1,verified,7,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""辣椒干""]",[],[]
6905,辣椒干或小米椒,composite,,扩展食材,composite,0,1,review,1,疑似复合名称，组成未完全确认,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""辣椒干或小米椒""]",[],[]
6906,辣椒油,seasoning,,扩展食材,seasoning,0,1,verified,64,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""辣椒油""]",[],[]
6907,辣椒油辣椒粉,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""辣椒油辣椒粉""]",[],[]
6908,辣椒皮,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""辣椒皮""]",[],[]
6909,辣椒粉,seasoning,,扩展食材,seasoning,0,1,verified,90,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""少量辣椒粉"",""辣椒粉""]",[],[]
6910,辣椒粉或干辣椒,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""辣椒粉或干辣椒""]",[],[]
6911,辣椒粉花椒或花椒粉,composite,,扩展食材,composite,0,1,review,1,疑似复合名称，组成未完全确认,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""辣椒粉花椒或花椒粉""]",[],[]
6912,辣椒粉辣椒,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""辣椒粉辣椒""]",[],[]
6913,辣椒粒,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""辣椒粒""]",[],[]
6914,辣椒红油,seasoning,,扩展食材,seasoning,0,1,verified,4,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""辣椒红油""]",[],[]
6915,辣椒豆豉酱,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""辣椒豆豉酱""]",[],[]
6916,辣椒酱,seasoning,,扩展食材,seasoning,0,1,verified,39,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""辣椒酱""]",[],[]
6917,辣椒酱/豆瓣酱,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""辣椒酱/豆瓣酱""]",[],[]
6918,辣椒酱🌶️,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""辣椒酱🌶️""]",[],[]
6919,辣椒面,other_food,,扩展食材,other_food,0,1,review,63,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""一些辣椒面"",""少量辣椒面"",""辣椒面""]",[],[]
6920,辣椒面或者段,composite,,扩展食材,composite,0,1,review,1,疑似复合名称，组成未完全确认,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""辣椒面或者段""]",[],[]
6921,辣椒🌶️,other_food,,扩展食材,other_food,0,1,review,2,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""辣椒🌶️""]",[],[]
6922,辣油,seasoning,,扩展食材,seasoning,0,1,verified,5,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""辣油""]",[],[]
6923,辣猪皮,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""辣猪皮""]",[],[]
6924,辣白菜,other_food,,扩展食材,other_food,0,1,review,12,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""辣白菜""]",[],[]
6925,辣白菜口味辛拉面,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""辣白菜口味辛拉面""]",[],[]
6926,辣皮子,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""辣皮子""]",[],[]
6927,辣肠,processed,,扩展食材,processed,0,1,verified,1,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""辣肠""]",[],[]
6928,辣豆瓣酱,seasoning,,扩展食材,seasoning,0,1,verified,5,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""辣豆瓣酱""]",[],[]
6929,辣豆豉,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""辣豆豉""]",[],[]
6930,辣豉酱,seasoning,,扩展食材,seasoning,0,1,verified,2,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""辣豉酱""]",[],[]
6931,辣酱,seasoning,,扩展食材,seasoning,0,1,verified,23,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""辣酱""]",[],[]
6932,辣酱末,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""辣酱末""]",[],[]
6933,辣酱油,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""辣酱油""]",[],[]
6934,辣黄豆酱,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""辣黄豆酱""]",[],[]
6935,辫蒜头,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""辫蒜头""]",[],[]
6936,辽参,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""辽参""]",[],[]
6937,过鸡面水,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""过鸡面水""]",[],[]
6938,还一次最好做两人量茄子,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""还一次最好做两人量茄子""]",[],[]
6939,还可以加些木耳,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""还可以加些木耳""]",[],[]
6940,还可以放蚝油哦😛,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""还可以放蚝油哦😛""]",[],[]
6941,还是两斤看你啦小龙虾,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""还是两斤看你啦小龙虾""]",[],[]
6942,这是配菜,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""这是配菜""]",[],[]
6943,这次是它电器---紫砂锅,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""这次是它电器---紫砂锅""]",[],[]
6944,这食材,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""这食材""]",[],[]
6945,迷你水果胡萝卜,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""迷你水果胡萝卜""]",[],[]
6946,迷你火腿肠,processed,,扩展食材,processed,0,1,verified,1,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""迷你火腿肠""]",[],[]
6947,迷你胡萝卜胡萝卜,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""迷你胡萝卜胡萝卜""]",[],[]
6948,迷你青椒,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""迷你青椒""]",[],[]
6949,迷迭香,seasoning,,扩展食材,seasoning,0,1,verified,9,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""少量迷迭香"",""迷迭香""]",[],[]
6950,适盐,other_food,,扩展食材,other_food,0,1,review,2,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""适盐""]",[],[]
6951,选蜂蜜,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""选蜂蜜""]",[],[]
6952,通心菜梗,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""通心菜梗""]",[],[]
6953,通草,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""通草""]",[],[]
6954,通菜,other_food,,扩展食材,other_food,0,1,review,3,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""通菜""]",[],[]
6955,通菜杆,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""通菜杆""]",[],[]
6956,通菜梗,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""通菜梗""]",[],[]
6957,速冻云吞,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""速冻云吞""]",[],[]
6958,速冻水饺,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""速冻水饺""]",[],[]
6959,速冻羊肉片,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""速冻羊肉片""]",[],[]
6960,速冻虾仁,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""速冻虾仁""]",[],[]
6961,速冻蚕豆,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""速冻蚕豆""]",[],[]
6962,速冻龙利鱼片,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""速冻龙利鱼片""]",[],[]
6963,速溶咖喱块,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""速溶咖喱块""]",[],[]
6964,適量時蔬,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""適量時蔬""]",[],[]
6965,適量木耳,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""適量木耳""]",[],[]
6966,適量生抽,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""適量生抽""]",[],[]
6967,適量生粉,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""適量生粉""]",[],[]
6968,適量白胡椒,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""適量白胡椒""]",[],[]
6969,適量白醋,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""適量白醋""]",[],[]
6970,適量豬絞肉,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""適量豬絞肉""]",[],[]
6971,適量麻油,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""適量麻油""]",[],[]
6972,那么大里脊肉,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""那么大里脊肉""]",[],[]
6973,邱比沙拉汁日式口味,processed,,扩展食材,processed,0,1,verified,1,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""邱比沙拉汁日式口味""]",[],[]
6974,郡肝,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""郡肝""]",[],[]
6975,部白菜,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""部白菜""]",[],[]
6976,郫县红油豆瓣,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""郫县红油豆瓣""]",[],[]
6977,郫县红油豆瓣酱,seasoning,,扩展食材,seasoning,0,1,verified,3,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""郫县红油豆瓣酱""]",[],[]
6978,郫县豆瓣,other_food,,扩展食材,other_food,0,1,review,52,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""少量郫县豆瓣"",""郫县豆瓣""]",[],[]
6979,郫县豆瓣儿酱,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""郫县豆瓣儿酱""]",[],[]
6980,郫县豆瓣剁碎,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""郫县豆瓣剁碎""]",[],[]
6981,郫县豆瓣或麻婆豆腐料,processed,,扩展食材,processed,0,1,verified,1,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""郫县豆瓣或麻婆豆腐料""]",[],[]
6982,郫县豆瓣辣酱,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""郫县豆瓣辣酱""]",[],[]
6983,郫县豆瓣酱,seasoning,,扩展食材,seasoning,0,1,verified,135,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""郫县豆瓣酱""]",[],[]
6984,郫县豆瓣酱「一级」,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""郫县豆瓣酱「一级」""]",[],[]
6985,郫县豆辨酱,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""郫县豆辨酱""]",[],[]
6986,都可以五花肉或猪胫肉或瘦肉,composite,,扩展食材,composite,0,1,review,1,疑似复合名称，组成未完全确认,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""都可以五花肉或猪胫肉或瘦肉""]",[],[]
6987,都可以火腿肠,processed,,扩展食材,processed,0,1,verified,1,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""几根都可以火腿肠""]",[],[]
6988,都行萝卜,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""半根都行萝卜""]",[],[]
6989,酌情放盐,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酌情放盐""]",[],[]
6990,酌情海鲜酱油,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酌情海鲜酱油""]",[],[]
6991,酌情添加小泡椒,processed,,扩展食材,processed,0,1,verified,1,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酌情添加小泡椒""]",[],[]
6992,酌情添加盐,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酌情添加盐""]",[],[]
6993,酌情添加酱油,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酌情添加酱油""]",[],[]
6994,酌情添加食盐,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酌情添加食盐""]",[],[]
6995,酌情盐,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酌情盐""]",[],[]
6996,酌情醋,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酌情醋""]",[],[]
6997,酌情香菇,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酌情香菇""]",[],[]
6998,酌量克清水,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酌量克清水""]",[],[]
6999,酌量剁椒酱,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酌量剁椒酱""]",[],[]
7000,酌量油,seasoning,,扩展食材,seasoning,0,1,verified,2,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酌量油""]",[],[]
7001,酌量泡菜,processed,,扩展食材,processed,0,1,verified,1,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酌量泡菜""]",[],[]
7002,酌量玉米油,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酌量玉米油""]",[],[]
7003,酌量生抽,other_food,,扩展食材,other_food,0,1,review,3,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酌量生抽""]",[],[]
7004,酌量白胡椒,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酌量白胡椒""]",[],[]
7005,酌量盐,seasoning,,扩展食材,seasoning,0,1,verified,4,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酌量盐""]",[],[]
7006,酌量老陈醋,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酌量老陈醋""]",[],[]
7007,酌量葱花,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酌量葱花""]",[],[]
7008,酌量黑胡椒,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酌量黑胡椒""]",[],[]
7009,配料,other_food,,扩展食材,other_food,0,1,review,21,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""配料""]",[],[]
7010,配料部分,other_food,,扩展食材,other_food,0,1,review,2,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""配料部分""]",[],[]
7011,配方,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""配方""]",[],[]
7012,配方奶粉,processed,,扩展食材,processed,0,1,verified,1,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""配方奶粉""]",[],[]
7013,配色打底香菜,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""配色打底香菜""]",[],[]
7014,配菜,other_food,,扩展食材,other_food,0,1,review,6,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""配菜""]",[],[]
